input_company_name,input_main_country,input_main_region,input_main_city,company_name,main_country,main_region,main_city,long_description,main_industry,website_domain,website_url,country_match,region_match,city_match,name_keyword_match,name_count_keyword,description_keyword_match
mavenir systems uk limited,united kingdom,england,reading,mavenir systems inc.,united kingdom,england,henley-on-thames,"get how much sales reps become earn through seven different sales compensation methods. that's why gating your organization's sales compensation right is crucial to your success — you want to give of best talent a reason to accept a position on your revenues team and stay with your businesses long-term. selling compensation is and amount of funds a seller are paid per year. compensation typically includes a base payment, earn, and fresh fiscal incentives to foster salespeople to encounter or exceed their quota. now, let's lookup per what one sales compensation plan is and why you necessity one. and purpose of a sales compensation plan your to encourage positive behaviors across your team, set expectations and standards by compensation for all salespeople, and drive results to achieve overall team and organizational objects. by knowing how much you'll pay each rep depending on their experience and performance, you can create budgets ensure better align with your company's financial standing.",marketing & advertising agencies,postsell.trade,https://postsell.trade/,True,True,False,True,2,False
measat satellite systems sdn. bhd.,malaysia,selangor,sepang,measat,malaysia,selangor,cyberjaya,"'''measat satellite systems sdn. bhd.''' (formerly binariang satellite systems sdn. bhd.) is a malaysian communications satellite operator that owns and operates the measat (malaysia east asia satellite) and africasat spacecraft. the company provides satellite services to leading malaysian broadcasters, direct-to-home (dth) platforms, and telecom operators. with capacity across six communication satellites, the company provides satellite services to over 150 countries.",telecommunication services,measat.com,http://www.measat.com/,True,True,False,True,2,True
media direction a/s,denmark,capital region of denmark,copenhagen,media viability manifesto,denmark,capital region of denmark,copenhagen,"the media viability manifesto (mvm) provides an urgently needed common framework for joint action from the global media development community. its aim is three pronged. to foster conceptual clarity, to strengthen strategic collaboration between multiple stakeholders, and to align practical implementation in the field of media viability. the media viability manifesto is a global effort to improve collaboration and coordinated action focused on ensuring financially and editorially independent and diverse media are economically sustainable. the primary goal of the media viability manifesto is to provide a common framework for joint action from the global media development community. media development actors have joined forces to call for systematic change in the way journalism is funded and supported. the manifesto aims to foster strategic collaboration and coordinated implementation. the manifesto should be understood and used as a common starting point for discussion, constructive debate, and further development.",newspapers & magazines,mediaviabilitymanifesto.org,https://mediaviabilitymanifesto.org/,True,True,True,True,10,True
media times limited,pakistan,punjab,lahore district,media times ltd.,pakistan,punjab,lahore,,telecommunication services,,,True,True,False,True,2,False
meta platforms ireland limited,ireland,leinster,,meta world,ireland,leinster,dublin,"as an sme web agency, we can assist you whether you are a business owner, sole trader, or tradesman looking to start a new business or an established firm looking to upgrade. without seo search engine optimisation, web design is incomplete. we create a magnificent seo-friendly website that generates revenue for our clients.",digital agencies,metaworld.ie,https://metaworld.ie/,True,True,False,True,2,False
microsoft ireland operations limited,ireland,leinster,dublin,microsoft ireland operations,ireland,leinster,dublin,"welcome to our company !we are a passionate team dedicated to providing high-quality products and excellent customer service. our mission is to provide our customers with the best shopping experience possible. we strive to offer a wide range of top-quality products at competitive prices, and to del","watches, jewelry & accessories",nowubuy.shop,https://nowubuy.shop/,True,True,True,True,3,False
microsoft norge as,norway,oslo,oslo,fast a microsoft subsidiary,norway,oslo,oslo,"microsoft development center norway (known as fast (fast search & transfer asa) before 2010 ) is a norwegian company, founded in 1997 and based in oslo, with offices located in germany, italy, sri lanka, france, japan, the united kingdom, the united states, brazil, mexico and other countries around the world. fast focused on data search technologies. on april 24, 2008, microsoft acquired fast, which is now known as microsoft development center norway.",,fastsearch.com,https://www.fastsearch.com/,True,True,True,True,3,True
microsoft regional sales pte. ltd.,singapore,central,singapore,micro express sales pte ltd.,singapore,central,singapore,,,,,True,True,True,True,1,False
"mixpanel, inc.",united states,california,san francisco,mixpanel,united states,california,san francisco,"mixpanel is an event analytics service company that tracks user interactions with web and mobile applications. data collected is used to build custom reports and measure user engagement and retention. mixpanel works with web applications, in particular saas, but also supports mobile apps.",software & it services,mixpanel.com,https://mixpanel.com/,True,True,True,True,2,True
mnemonic as,norway,oslo,oslo,mnemonic as.,norway,oslo,oslo,"mnemonic helps businesses manage their security risks, protect their data and defend against cyber threats. we're a cybersecurity service provider offering clear answers and pathways to complex security challenges. we've been a reliable provider of effective defence against advanced cyber threats for more than 20 years, and offer a complete and complementary range of it and information security services. as an independent company, we always base our recommendations on facts and recommend the optimal solution for our customers. our expert team consisting of close to 350 security consultants, product specialists, threat researchers, incident responders and ethical hackers. combined with our proprietary argus security platform, this ensures we stay ahead of advanced cyberattacks and protect our customers from evolving threats.",software & it services,mnemonic.io,https://www.mnemonic.io/,True,True,True,True,3,True
mobilepeople aps,denmark,capital region of denmark,herlev municipality,mobilepeople,denmark,capital region of denmark,herlev,"mobilepeople er en af danmarks førende virksomheder inden for udvikling og drift af betalingsløsninger, dataopsamling og sms løsninger. mobilepeople har mere end 20 års erfaring med levering af løsninger til både private og offentlige kunder. vores løsninger tæller blandt andet nem
betaling, e
valg, sms gateway, dataopsamling samt udvikling og drift. vi tilbyder komplette løsninger, hvor vores hold af dedikerede projektledere styrer udviklingsprocessen, og alt programmering, design, lydproduktion og projektledelse foretages af uddannede specialister.",banks & financial services,mobilepeople.dk,https://mobilepeople.dk/,True,True,False,True,2,True
"mobileum, inc.",united states,california,cupertino,mobileum,united states,california,cupertino,"mobileum's managed services offer combines the company's product and services portfolio with pre-integrated and carefully selected third-party components. risk management consulting services for solution and process design. leveraging all of these competencies allows our managed services experts to provide our telecom customers with the option to outsource specific business operations. learn more about how mobileum can better organize, operate, and safeguard your business. if you lack the resources needed to deploy, manage or evolve your applications, we can provide the expertise you need. we work with you to deliver value by applying our expertise in managing people and processes. and we support it 24x7x365. combining the most adopted revenue assurance software in the world with our expertise in revenue assurance processes, we create value and business differentiation by taking a holistic view of the causes of your revenue leakage. mobileum offers a complete suite of sophisticated fraud management and dedicated expertise to help you manage and optimize your telecom fraud prevention practices.",telecommunication services,f6-development-mobileum-site.azurewebsites.net,https://f6-development-mobileum-site.azurewebsites.net/,True,True,True,True,2,True
modulex danmark a/s,denmark,region of southern denmark,billund,modulex manufacturing,denmark,region of southern denmark,billund,"founded in 1963 by the lego group, modulex is a leader in signage and environmental graphics. you'll find our work around the world: on the high street, in airports, company headquarters, hospitals, stores, showrooms, schools and universities. we offer the complete signage and environmental graphics package; project management, wayfinding systems, manufacturing, product sourcing, logistics and installation. and with decades of experience and an international network covering more than 45 countries, we provide trouble-free implementation anywhere in the world. talk to us. we´re always here if you need advice.www.modulex.com",graphic design,,,True,True,True,True,3,True
monday. kum ltd.,israel,tel aviv district,tel aviv-yafo,monday,israel,tel aviv district,tel aviv-yafo,"monday.com ltd. (styled in lowercase as monday.com) is a cloud-based platform that allows users to create their own applications and project management software. the product was launched in 2014 and in july 2019, the company raised $150 million, based on a $1.9 billion valuation. the company went public in june 2021 and is based in tel aviv, israel.",software & it services,monday.com,https://monday.com/,True,True,True,True,2,True
mustika teratai sdn. bhd.,malaysia,johor,johor bahru,mustika teratai sdn. bhd.,malaysia,johor,johor bahru,,,,,True,True,True,True,2,False
mv-nordic a/s,denmark,region of southern denmark,odense kommune,fyns fuge og montage,denmark,region of southern denmark,odense kommune,"hos fyns fuge & montage tilbyder vi professionel udskiftning og montering af både nye og brugte vinduer og døre. hos fyns fuge & montage tilbyder vi professionel opsætning af lofter i forskellige materialer, herunder gips, lydlofter, troldtekt og andre speciallofter. vi arbejder med både private og erhverv og skræddersyr løsninger, der passer til dine behov – hvad enten det er i boligen, på kontoret eller i en større bygning. modtag tilbud. hos fyns fuge & montage hjælper vi med opbygning af nye værelser og rum, så du får den ekstra plads, du har brug for. vi arbejder med materialer af høj kvalitet og leverer et flot, holdbart resultat, der passer til dine behov og ønsker. hos fyns fuge & montage bygger vi terrasser i både træ og komposit, uanset om du drømmer om en lille privat terrasse eller en stor udendørs lounge. vi hjælper med hele processen – fra idé og design til professionel konstruktion og afsluttende detaljer. hos fyns fuge & montage tilbyder vi professionel lægning af gulve til både private og erhverv på fyn og i jylland.",finishing contractors,fynsfugeogmontage.dk,https://fynsfugeogmontage.dk/,True,True,True,True,4,True
mv-nordic a/s,denmark,region of southern denmark,odense kommune,vidensportal,denmark,region of southern denmark,odense kommune,"vidensportalen gør det lettere for dig, der arbejder med sociale problematikker at finde aktuel viden om udsatte børn og unge, udsatte voksne og mennesker med handicap. vidensportalen henvender sig til ledere, udviklingskonsulenter og fagmedarbejdere hos kommuner og leverandører. du kan bl.a. finde viden om dansk og international forskning, evidensbaserede metoder og indsatser samt viden om implementering, effekt og økonomi.",government,social.dk,https://social.dk/,True,True,True,True,4,True
nagarro enterprise services private limited,india,delhi,punjabi bagh,nagarro hiring team,india,delhi,north east delhi,,,,,True,True,False,True,1,False
nec corporation,japan,tokyo,tokyo,nec corporation of malaysia,japan,tokyo,tokyo,"nec corporation (日本電気株式会社) is a japanese multinational information technology and electronics corporation, headquartered at the nec supertower in minato, tokyo, japan. it provides it and network solutions, including cloud computing, artificial intelligence (ai), internet of things (iot) platform, and telecommunications equipment and software to business enterprises, communications services providers and to government agencies. nec has also been the largest pc vendor in japan since the 1980s when it launched the pc-8000 series; it currently operates its domestic pc business in a joint venture with lenovo. nec was the world's fourth-largest pc manufacturer by 1990. its semiconductors business unit was the world's largest semiconductor company by annual revenue from 1985 to 1992, the second largest in 1995, one of the top three in 2000, and one of the top 10 in 2006. nec spun off its semiconductor business to renesas electronics and elpida memory. once japan's major electronics company, nec has largely withdrawn from manufacturing since the beginning of the 21st century.",telecommunication services,nec.com,https://www.nec.com/,True,True,True,True,3,True
nec corporation of malaysia sdn. bhd.,malaysia,kuala lumpur,kuala lumpur,nec corporation of malaysia sdn. bhd.,malaysia,kuala lumpur,kuala lumpur,"nec corporation is a global leader in the integration of it and network technologies that benefit businesses and people around the world. by providing a combination of products and solutions that cross utilize the company's experience and global resources, nec's advanced technologies meet the complex and ever-changing needs of its customers. nec brings more than 100 years of expertise in technological innovation to empower people, businesses and society. for more information, visit nec at http://my.nec.com or email inquiry@nec.com.my",telecommunication services,,,True,True,True,True,4,True
nec scandinavia aktiebolag,sweden,stockholm county,stockholms kommun,scandinavian packages,sweden,stockholm county,järfälla,"we provide you with independence in travel and make customized arrangements for a trip that is planned just for you. you are able to discover scandinavia easily at your own pace and convenience. we are a young company run by travel enthusiasts. our mission is to show you the best of scandinavia at any time of the year. our unique experience in providing a complete package as per your specific needs and our network with the best service providers in the tourism industry of scandinavia helps you save time, money and adds convenience. when you buy a trip through scandinavianpackages.com, the trips are entirely secured as per swedish ""travel package law"" (paketreselagen) and ""travel guarantee law"" (resegarantilagen). scandinavian packages ab has placed travel guarantee with legal, financial and administrative services agency to protect our customers. the official swedish website for tourism and travel information. good source for cultural events and info on stockholm. read about facts and figures on norway.",travel agencies,scandinavianpackages.com,https://scandinavianpackages.com/,True,True,False,True,2,True
nemtilmeld.dk aps,denmark,north denmark region,nørresundby,nemtilmeld,denmark,north denmark region,nørresundby,erhvervsøkonomisk sammenslutning aalborg (esa) er en uafhængig studenterorganisation for den erhvervøkonomiske retning på aalborg universitet. esa arbejder på at skabe sociale og faglige arrangementer for de studerende. der skal være fokus på at skabe netværk på tværs af årgange såvel som på ens eget semester. hermed at skabe grundlag for et fedt studiemiljø både ved at få fagligt input igennem spændende oplæg men også ved sociale aktiviteter. alle studerende på bacheloruddannelse erhvervsøkonomi (ha) og cand.merc. har mulighed for at deltage i arrangementer arrangeret af esa.,software & it services,nemtilmeld.dk,https://www.nemtilmeld.dk/,True,True,True,True,3,False
nepa ab,sweden,stockholm county,stockholm,nepa sweden ab.,sweden,stockholm county,stockholm,"we track over 7,500 different global brands every single day. we give you the insights you need to understand the effectiveness of your marketing, act on hidden opportunities, protect against threats and grow. seeing the full picture lets you make informed decisions, preventing surprises. continuous brand tracking allows you to put your brand in context. track your brand's journey through the funnel, ensuring all stages are optimised for maximum impact. uncover critical demographic details to refine targeting, and ensure your message resonates with the right people. nepa's brand tracking equips you with the tools and insights to help your brand thrive. develop competitive foresight: stay on top of the development of your brand's position and monitor the competitive landscape. whether you're a startup or a global enterprise, nepa's brand tracking adapts to you. beyond a plug-and-play approach, we work together to craft a bespoke solution that fits the needs of your business. we are nepa – a leading consumer insights company that conducts research into consumer markets (b2c) and professional markets (b2b) to collect and analyse opinions about areas such as brands, products and services to the companies that request our services (""customers"").",marketing & advertising agencies,nepa.com,https://nepa.com/,True,True,True,True,2,True
neras direkte as,norway,viken,drammen,direkte frakt,norway,viken,enebakk,"direkte frakt as er ett flereid selskap av flere med lang og rik historie rundt økonomi, transport og bud-bransjen. og selskapet som helhet innehar en solid kompetanse i markedet. vi har ett system som gjør at våre kunder lett kan holde oversikt over alt fra store parti utsendelser til enkle samme dags leveringer av esker og brev. vårt kjørekontor ser til at bestillinger blir rettet mot rimeligste og enkleste løsninger utover hvor stort eller hvor kritisk bestillingen måtte være.",freight transport,direktefrakt.no,https://direktefrakt.no/,True,True,False,True,2,True
nestor cables oy,finland,north ostrobothnia,oulu,nestor cables,finland,north ostrobothnia,oulu,"nestor cables is one of the leading developers and manufacturers of fibre optic cable solutions in the northern europe. nestor cables' product range includes fibre optic cables, connectivity accessories for fibre optic networks and instrumentation and copper telecommunication cables. nestor optimus is their solution to microduct networks. in addition to their product range they offer reliable and flexible deliveries, quick reaction times and efficiency. nestor cables' product portfolio helps you to build fibre optic networks that fulfill the demands of future smart cities.",electrical & electronic equipment,nestorcables.fi,https://www.nestorcables.fi/,True,True,True,True,4,True
nestor cables oy,finland,north ostrobothnia,oulu,nestor cables,finland,north ostrobothnia,oulu,"nestor cables is a finnish cable developer and manufacturer. we manufacture cables and connectivity accessories for information and communication networks. our product range includes cables and connectivity products for fibre optic networks. additionally, we manufacture halogen-free copper cables such as instrumentation and copper telecommunication cables. our nes
con product range includes all small and large accessories for fibre optic networks, for example, joint closures, patch panels and termination boxes. nestor optimus is our solution for microduct networks: it includes fibre optic cables, single microducts and microduct bundles and a range of accessories and tools. our factory in oulu started production in 2008, and we manufacture 60,000 - 80,000 kilometers of cable each year. we deliver to customers around the world. currently we operate two production facilities. the main factory in oulu, finland manufactures cables and microducts. a secondary factory manufactures and assembles connectivity accessories in keila, estonia. we are a part of the strong finnish cable construction tradition. we employ over 100 people, many of whom have even decades of experience in the field. we represent high quality and extensive expertise. we can react flexibly and quickly to the needs of customers, and to the challenges of each special environment. we are a member organization of the finnish federation for communications, teleinformatics (ficom ry) and europacable. the american nasdaq-listed company, clearfield, inc. closed the acquisition of nestor cables ltd on july 26, 2022 and nestor cables operates now as an independent subsidiary of clearfield.",electrical & electronic equipment,nestorcables.com,https://www.nestorcables.com/,True,True,True,True,4,True
net one asia pte. ltd.,singapore,central,singapore,net one asia,singapore,central,singapore,"net one asia, a leading it solutions provider with over 30 years of experience, empowers businesses across asia to achieve their technological goals. we deliver secured hybrid multi-cloud and end user computing/future workplace solutions, leveraging our expertise and partnerships with industry leading software, hardware and cloud vendors to craft the right solution tailored to each client's specific needs, both current and future. with a proven track record of success in banking, financial services and insurance (bfsi), enterprises, government, and healthcare, net one asia is uniquely positioned to support our clients' transformation journey, providing a comprehensive suite of services, including consulting, design, architecture assessments, migration, and deployment, to ensure a smooth and successful transition to a secure and modern it infrastructure and workforce. commitment to success beyond the initial implementation, net one asia's certified 24/7 network operations center (noc) provides managed services; working with our clients as their extended team, through our service desk, monitoring, and infrastructure operations, ensuring business systems are always running smoothly, allowing them to focus on what matters most.",software & it services,netoneasia.com,https://www.netoneasia.com/,True,True,True,True,6,True
netic a/s,denmark,north denmark region,aalborg,netic,denmark,north denmark region,aalborg,"netic hjælper offentlige og private virksomheder med løsninger indenfor applikationsdrift, cloud operations og hosting - naturligvis tilpasset kundens ønsker og behov. der ud over tilbyder vi også vores ekspertise indenfor softwareudvikling og konsulentydelser. baseret på vores mangeårige erfaring med håndtering af infrastruktur og funderet i vores certificerede datacentre i danmark, kan du nyde godt af fordelene ved at samarbejde med en organisation, der trives med at håndtere it-infrastruktur. som driftsoperatør på store dele af det danske digitale sundhedsvæsen bidrager vi til at skabe borgernære, sammenhængende og effektive digitale sundhedsløsninger. også for driften af vores kunders forretningskritiske it-løsninger er sikkerhed, stabilitet og pålidelighed nøgleordene. hos netic har vi arbejdet med kritiske data i stort set hele vores levetid, og vi forstår vigtigheden af at håndtere data sikkert og fortroligt.",telecommunication services,netic.dk,http://netic.dk/,True,True,True,True,2,True
nets danmark a/s,denmark,capital region of denmark,ballerup,nets group,denmark,capital region of denmark,ballerup,"fremtidens digitale betalingssystemer – levert av nets. nets er spesialist på å drive og styrke utviklingen av digitale betalinger. vi knytter banker, bedrifter og forbrukere sammen i et internasjonalt nettverk som legger til rette for digitale betalinger. gjennom vår tilstedeværelse i hele det nordiske markedet leverer vi en rekke kort- og kontobaserte tjenester samt betalingsløsninger for varehandelen. der er mange fordeler ved nets' digitale betalingsløsninger vi ønsker å gjøre betalings- og informasjonshåndteringen så enkel og effektiv som mulig. de digitale identifiseringsløsningene vi tilbyr, reduserer behovet for papir og bidrar til å spare tid og penger for virksomheter i norden.",banks & financial services,nets.eu,https://nets.eu/,True,True,True,True,4,True
nets denmark a/s,denmark,capital region of denmark,ballerup,nets group,denmark,capital region of denmark,ballerup,"fremtidens digitale betalingssystemer – levert av nets. nets er spesialist på å drive og styrke utviklingen av digitale betalinger. vi knytter banker, bedrifter og forbrukere sammen i et internasjonalt nettverk som legger til rette for digitale betalinger. gjennom vår tilstedeværelse i hele det nordiske markedet leverer vi en rekke kort- og kontobaserte tjenester samt betalingsløsninger for varehandelen. der er mange fordeler ved nets' digitale betalingsløsninger vi ønsker å gjøre betalings- og informasjonshåndteringen så enkel og effektiv som mulig. de digitale identifiseringsløsningene vi tilbyr, reduserer behovet for papir og bidrar til å spare tid og penger for virksomheter i norden.",banks & financial services,nets.eu,https://nets.eu/,True,True,True,True,4,True
new skies satellites b.v.,netherlands,south holland,the hague,new skies satellites b.v.,netherlands,south holland,the hague,,,,,True,True,True,True,5,False
nexcom a/s,denmark,capital region of denmark,copenhagen,nexcom a/s.,denmark,capital region of denmark,copenhagen,"we design and deliver big data-driven, ai-powered software platforms that enable companies to automate routine tasks, monitor agent and system performance, and become more time-efficient. we help improve productivity, gain more operational knowledge, make informed decisions, and ultimately deliver better service.",software & it services,nexcom.dk,http://www.nexcom.dk/,True,True,True,True,4,True
noitso a/s,denmark,capital region of denmark,copenhagen,gaardmand & elsøe,denmark,capital region of denmark,copenhagen,"den samler eller opbevarer ikke personlig information om de sidebesøgende. til dig, der hjælper andre med at ændre vaner. på vanecoach-uddannelsen bliver du trænet i en konkret samtalemodel inddelt i fem trin, designet til at fjerne forhindringer for at handle – og gøre vaneændringer til en leg. men den er samtidig fleksibel og kan kombineres med både faglig viden – fx om ernæring, træning, søvn eller sundhed, generelt – og terapeutiske redskaber. uddannelsen tager nemlig afsæt i de mest velunderbyggede modeller for menneskers motivation og adfærd – koblet med redskaber fra anerkendte samtalemetoder og terapiformer. siden da har vi uddannet over 700 passionerede mennesker. vanecoach-uddannelsen gav en metodisk tilgang til coaching, viden og masser af sparring ift. at være en bedre coach. jeg troede kun, jeg gjorde det for at blive en bedre coach. det er stensikkert en uddannelse, der er uundværlig, hvis man arbejder som coach, men for mig personligt er den også uundværlig. – sofie buus, vane- og overspisningscoach samt vaneterapeut.",professional schools,vanecoach.dk,https://vanecoach.dk/,True,True,True,True,6,True
nokia innovations oy,finland,uusimaa,espoo,nokia oyj,finland,uusimaa,espoo,"nokia is a finland-based multinational telecommunications and it firm that provides services such as mobile, fixed and cloud networks for sectors including energy and defence.",telecommunication services,,,True,True,True,True,2,True
nokia services and networks malaysia sdn. bhd.,malaysia,,,nokia solutions and networks sdn bhd.,malaysia,kuala lumpur,kuala lumpur,,telecommunication services,,,True,False,False,True,3,False
nokia solutions and networks oy,finland,uusimaa,espoo,nokia solutions and networks,finland,uusimaa,espoo,nokia solutions and networks is a multinational data networking and telecommunications equipment com,,nokiasiemensnetworks.com,https://www.nokiasiemensnetworks.com/,True,True,True,True,6,True
"nordea bank abp, filial i norge",norway,oslo,oslo,nordea bank,norway,oslo,oslo,"nordea bank norge is the norwegian branch of nordea bank abp, the norwegian retail part of the nordea financial group. the norwegian headquarters is in essendrops gate 7, oslo.",banks & financial services,nordea.no,https://www.nordea.no/,True,True,True,True,3,True
nordic computer a/s,denmark,north denmark region,nørresundby,nordic computer,denmark,north denmark region,nørresundby,"the intention is to display ads that are relevant and engaging for the individual user and thereby more valuable for publishers and third party advertisers. learn more about this provider #-# used to track user's interaction with embedded content. last_result_entry_key used to track user's interaction with embedded content. logsdatabasev2:v#||logsrequestsstore used to track user's interaction with embedded content. the main goal at nordic computer is to contribute to a common sustainable development - financially, humanly, and environmentally. we do this by helping customers to extend the life cycle of it infrastructure so that together we reduce co2 in the business world. since 1979, nordic computer has worked with both public and private businesses, which have the common goal of wanting to optimize their it budget. at nordic computer we have scandinavia's most skilled and flexible service departments. we service, maintain, and extend the lifecycle of datacenter equipment worldwide. we support our customers' business by extending the life of datacenters through teamwork and sustainable development.","rental, repair & maintenance",nordiccomputer.com,https://nordiccomputer.com/,True,True,True,True,4,True
nordix data as,norway,troms og finnmark,tromsø,nordix data,norway,troms og finnmark,tromsø,nordix data as er en del av telenor group og redegjør om sine aktsomhetsvurderinger etter åpenhetsloven gjennom telenor asa.,telecommunication services,nordix.no,https://www.nordix.no/,True,True,True,True,3,True
norwegian air shuttle as (ps),norway,viken,ullensaker,norwegian air shuttle,norway,viken,bærum,"norwegian air shuttle – это норвежский лоукостер, обслуживающий более 130 локальных и интернациональных пунктов назначения. norwegian air shuttle быстро приобрела популярность благодаря доступным ценам и возможности путешествовать по европе. norwegian всегда стремилась внедрять современные технологии и в 2011 году стала первым перевозчиком в европе, предложившим своим пассажирам wi-fi на борту. в 2021 году авиалиния завершила процесс реструктуризации и сосредоточилась на возвращении к стабильному финансовому положению. norwegian air shuttle обслуживает широкий спектр направлений, главным образом сосредоточившись на европе и северной африке. norwegian reward – это программа лояльности авиакомпании norwegian air shuttle, созданная для того, чтобы поощрять постоянных пассажиров. программа отличается гибкостью: баллы можно накапливать не только на рейсах оператора, но и за покупки у партнеров программы, бронирование отелей и аренду автомобилей. «norwegian reward» предлагает своим участникам особые привилегии, такие как скидки на рейсы и бесплатные места.",passenger transport services,norwegianair.ru,https://www.norwegianair.ru/,True,True,False,True,5,True
novataris a/s,denmark,capital region of denmark,copenhagen,novataris,denmark,capital region of denmark,copenhagen,"novataris er et it-konsulenthus med ét klart mål: at levere enestående enterprise-løsninger, skabt gennem et tæt og effektivt samarbejde. vi fokuserer på it, forretning og mennesker. vi er drevet af viden. med fokus på samspillet mellem teknologi og mennesker leverer vi enterprise-løsninger, der matcher vores kunders strategi og arkitektur. vi udformer og implementerer digitale produkter på enterpriseniveau. det betyder, at i får et digitalt produkt, der skaber grobund for at skalere jeres virksomhed. det betyder, at vi håndterer alle aspekter af processen: alt fra at flytte løsninger til skyen og re-designe systemers arkitektur for at maksimere skalerbarhed og reducere driftsomkostninger. vi sørger for, at i kan drive jeres forretning bekymringsfrit i hverdagen, velvidende at vi tager hånd om sikkerhed, dokumentation, gdpr og business continuity. avancerede og skalerbare kubernetes-clusters eller multi-cloud-konfigurationer - vi sikrer, at dine systemer kører bedst muligt. det betyder, at vi udfører alt fra teknisk tung implementering af et datawarehouse til design af business intelligence-rapporter.",software & it services,novataris.com,https://www.novataris.com/en/,True,True,True,True,8,True
np investment a/s,denmark,capital region of denmark,hillerød,np international a/s.,denmark,capital region of denmark,copenhagen,,,,,True,True,False,True,5,False
ntt (thailand) ltd,thailand,bangkok,bangkok,ntt data thailand,thailand,bangkok,bangkok,"ntt data (thailand) co., ltd. or ntt data (thailand) is a subsidiary of ntt data corporation co., ltd., a global digital business and it service leader, originally from japan. ntt data has expertise in managing data networks and telecommunications at the forefront with over 139,500 employees worldwide, operating in more than 50 countries with experience serving leading companies, especially japanese companies that have established in various countries around the world. in 2020, ntt data was ranked 6th in the global it service provider market from gartner. ntt data (thailand) started as a technology system provider in payment solutions for debit and credit cards, including web-based and mobile applications, and has been trusted to serve financial sectors in the payment system for a long time. from such expertise, the company has been developed to serve customers in various industries, such as manufacturing, telecommunication, energy, and retail. as a result, ntt data (thailand) has become an it consulting company, including the design and development of technology solutions that are recognized with world-class standards, flexible to work as well as paying attention to quality and services for the best benefit of customers.",telecommunication services,,,True,True,True,True,2,True
ntt asia pacific holdings pte. limited,singapore,central,singapore,asur holdings,singapore,central,singapore,"asur holdings pte limited is an international financial advisory firm with multinational management with a prove track record in various industries. we invest in stocks, real estate and other securities. we also provide financial advisory to companies and business owners and provide access to financing solutions through our various co-operation partners. become a reputed company by helping clients realize their full potential & optimal financing solutions for their business. build long term value with minimum impact to the environment.",investment firms & consultants,asurholdings.com,https://asurholdings.com/,True,True,True,True,2,True
ntt data business solutions korlatolt felelossegu tarsasag,hungary,central hungary,budapest,ntt data business solutions hungary,hungary,budapest,budapest,"as of april 1, 2021 the company name itelligence changed to ntt data business solutions.digital transformation helps companies reach their full potential – if the underlying technologies work for the people using them. at ntt data business solutions, we design, implement, manage and continuously enhance sap solutions to make them work for companies – and for their people. aiming to transform, grow and become more successful. we provide you with more than in-depth expertise for sap solutions: as your passionate partner, we connect your business opportunities with the latest technologies – and offer you a unique approach to get the job done as smoothly as possible. our close ties to sap and other partners give you access to innovative solutions and developments. being part of the global ntt data group enables us to master any scope of project. with operations in more than 30 countries, we have enabled thousands of companies become more efficient and effective during the last three decades. our 10,000 experts around the world will also accompany you on your journey toward a truly intelligent enterprise – wherever you want to start. visit www.nttdata-solutions.com to find out more.",business consulting,,,True,False,True,True,4,True
ntt malaysia solutions sdn. bhd.,malaysia,selangor,petaling jaya,malaysia microelectronic solutions,malaysia,selangor,petaling jaya,my-ms is a fabless semiconductor company that develops and markets high performance semiconductor products. my-ms developed the smart card ic for the malaysia national id card (mykad) with the highest security with duo dedicated crypto-on-chip integrated into a flash-based mcu.my-ms has expanded into system integrator role for journey risk management solutions and capable to provide electronic services.,electrical & electronic equipment,my-ms.com,https://my-ms.com/,True,True,True,True,2,True
ntt msc sdn. bhd.,malaysia,selangor,petaling jaya,ntt heating,malaysia,selangor,petaling jaya,"ntt heating sdn bhd has established itself as a reliable and premier supplier of industrial heating elements and related accessories in malaysia. our sourcing strategy from both local manufacturers and leading international suppliers indicates a commitment to providing diverse and high-quality products to customers. we expand our network by including suppliers from italy, germany, australia, taiwan, the usa, and china. this reflects our company's commitment to offer customers the best solutions available. founded in year of 1993, our heat team has built a strong reputation and a customer-centric approach in the malaysian market over the years. ntt heating provides comprehensive solutions to customers' requirements while maintaining a competitive edge in the market. our focus on quality, reliability, and cost-effectiveness positions us as a leader in the industry. looking for professional advice. we continuously provide solutions that meet our customer's expectation. ntt heating is a leading supplier of industrial heating elements and thermocouples on the malaysian market.",industrial goods,ntt.com.my,https://www.ntt.com.my/,True,True,True,True,2,True
